Date,Unix,Ticker,Price,stock_p_change,SP500,SP500_p_change,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio,Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Quarterly Revenue Growth,Gross Profit,EBITDA,Net Income Avi to Common,Diluted EPS,Quarterly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,50-Day Moving Average,200-Day Moving Average,Avg Vol (3 month),Shares Outstanding,Float,% Held by Insiders,% Held by Institutions,Shares Short,Short Ratio,Short % of Float,Shares Short (prior month
0,0,USB,0,0,0,0,52340000000.0,N/A,8.98,15.11,3.51,2.35,1.15,N/A,N/A,30.82,39.65,1.26,12.24,20720000000.0,13.28,-7.2,21140000000.0,N/A,6060000000.0,3.88,-31.1,46810000000.0,31.08,78640000000.0,N/A,N/A,30.24,N/A,N/A,1.19,34.26,49.09,10880000.0,1520000000.0,1500000000.0,0.09,77.75,15270000.0,1.7,1.01,15530000.0
0,0,UTX,0,0,0,0,88890000000.0,129340000000.0,12.35,13.3,1.97,0.66,2.26,1.68,10.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20210000000.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,82.93,136.86,11170000.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,0,V,0,0,0,0,401360000000.0,412560000000.0,32.86,36.23,2.54,17.19,13.36,17.27,24.93,52.26,66.98,14.02,36.25,23890000000.0,11.05,6.6,22260000000.0,16350000000.000002,12030000000.0,5.56,3.6,12150000000.0,5.71,18480000000.0,53.43,1.25,13.64,12770000000.0,9700000000.0,0.92,168.25,182.65,14340000.0,1690000000.0,1690000000.0,0.2,98.06,31180000.0,2.39,1.85,30650000.0
0,0,VALE,0,0,0,0,40680000000.0,49030000000.0,198.25,5.01,N/A,1.12,1.18,1.35,9.89,0.49,0.0,5.49,-0.89,N/A,N/A,1.0,64800000000.0,N/A,N/A,0.12,N/A,N/A,N/A,N/A,70.87,1.72,6.71,N/A,N/A,0.87,8.07,10.79,33409999.999999996,5130000000.0,3630000000.0,0.08,19.29,23360000.0,0.93,N/A,24650000.0
0,0,VAR,0,0,0,0,10600000000.0,10560000000.0,46.4,32.36,3.85,3.22,5.7,3.17,27.02,6.96,14.59,7.85,12.85,3330000000.0,36.61,1.9,1370000000.0,579700000.0,231500000.0,2.52,-51.2,667800000.0,7.36,620400000.0,33.16,1.28,20.52,N/A,N/A,1.06,108.6,127.88,90670000.0,90670000.0,90420000.0,0.38,94.63,3120000.0,3.35,3.87,2480000.0
0,0,VFC,0,0,0,0,22610000000.0,25250000000.0,17.31,20.7,2.79,1.87,4.95,2.06,12.22,9.03,14.19,12.04,35.44,14310000000.0,36.1,4.9,7090000000.0,2350000000.0,1570000000.0,3.22,0.3,583950000.0,1.48,3540000000.0,77.43,2.12,11.58,1070000000.0000001,1850000000.0,0.97,55.82,77.28,3260000.0,394720000.0,365630000.0,7.31,81.29,6100000.0,2.12,1.88,6870000.0
0,0,VIAB,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,0,VITC,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,0,VLO,0,0,0,0,24980000000.0,34920000000.0,63.81,7.68,1.44,0.24,1.33,0.33,9.56,0.43,1.28,1.62,4.16,100530000000.0,244.6,-9.6,6530000000.0,3580000000.0,423000000.0,1.03,N/A,1520000000.0,3.72,12730000000.0,64.67,1.31,46.22,4610000000.0,2610000000.0,1.97,51.14,76.94,6400000.0,407700000.0,406120000.0,0.35,80.83,8369999.999999999,1.39,2.06,8359999.999999999
0,0,VMC,0,0,0,0,13530000000.0,16600000000.000002,22.02,22.68,1.16,2.74,2.42,3.33,13.13,12.34,17.79,5.29,11.45,4980000000.0,37.62,5.3,1260000000.0,1240000000.0,618570000.0,4.61,-4.8,120040000.0,0.91,3220000000.0,57.55,2.68,42.21,950430000.0,372950000.0,0.84,105.08,128.25,1690000.0,132430000.0,132070000.0,0.19,94.65,2340000.0,1.4,1.99,2340000.0
0,0,VNO,0,0,0,0,7200000000.0,14970000000.0,2.47,47.17,N/A,3.93,1.21,8.16,4.0,154.34,23.88,1.6,43.48,1930000000.0,10.09,-14.5,1080000000.0,834930000.0,2920000000.0,15.29,-91.0,1590000000.0,8.3,8590000000.0,108.5,7.07,31.11,649870000.0,-211840000.0,1.43,38.21,56.03,2640000.0,191100000.0,178050000.0,8.44,90.6,6820000.0,2.13,4.65,5590000.0
0,0,VPRT,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,0,VRSN,0,0,0,0,24270000000.0,24920000000.0,31.54,29.59,9.14,20.04,N/A,20.13,27.81,63.33,65.61,27.63,N/A,1240000000.0,10.52,2.0,1050000000.0,858110000.0,783890000.0,6.64,105.6,1140000000.0,9.85,1790000000.0,N/A,1.24,-12.18,746620000.0,537380000.0,0.92,197.69,195.67,115540000.0,115540000.0,105720000.0,1.32,94.55,2000000.0,2.45,2.24,2180000.0
0,0,VTR,0,0,0,0,11230000000.0,23530000000.0,25.29,N/A,N/A,2.88,1.07,5.99,11.21,19.86,21.41,2.13,7.37,3930000000.0,10.62,7.5,2049999999.9999998,1780000000.0,780350000.0,2.09,276.1,2850000000.0,7.63,14420000000.0,132.15,2.91,28.5,1420000000.0,1150000000.0,N/A,28.64,48.5,5520000.0,373080000.0,371680000.0,0.41,91.86,7040000.0,0.93,2.47,8890000.0
0,0,VZ,0,0,0,0,235870000000.0,368000000000.0,12.87,11.96,3.99,1.8,3.92,2.8,8.6,14.0,23.91,6.79,31.76,131350000000.0,31.74,-1.6,77140000000.0,48010000000.0,18390000000.0,4.43,-17.4,7050000000.0,1.7,140680000000.0,228.18,0.99,14.55,37490000000.0,11280000000.0,0.44,55.96,58.23,22270000.0,4139999999.9999995,4130000000.0,0.03,68.43,32119999.999999996,1.86,0.78,34350000.0
0,0,WAG,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,0,WAT,0,0,0,0,11510000000.0,13110000000.0,23.13,23.53,2.98,5.18,N/A,5.56,16.81,22.77,28.94,14.42,170.47,2360000000.0,36.13,-9.5,1400000000.0,792110000.0,536770000.0,8.17,-50.9,393870000.0,6.36,1990000000.0,N/A,2.41,-5.46,618940000.0,326340000.0,0.95,187.02,210.22,61910000.0,61910000.0,61580000.0,0.56,102.99,4320000.0,8.25,7.97,4200000.0
0,0,WDC,0,0,0,0,12510000000.0,19200000000.0,N/A,6.77,0.95,0.77,1.35,1.19,14.52,-3.7,-1.63,-0.63,-6.12,16079999999.999998,54.11,13.6,3750000000.0,1340000000.0,-595000000.0,-2.01,N/A,2940000000.0,9.84,9630000000.0,104.18,1.91,30.91,821000000.0,744750000.0,1.68,41.8,53.61,6580000.0,299700000.0,297760000.0,0.36,86.43,8780000.0,1.46,3.28,7770000.0
0,0,WEC,0,0,0,0,26850000000.0,39550000000.0,23.13,22.94,3.6,3.72,2.59,5.45,14.32,16.08,22.82,3.02,11.32,7250000000.0,23.0,-11.3,2670000000.0,2590000000.0,1170000000.0,3.68,7.7,15400000.0,0.05,12730000000.0,121.38,0.65,32.79,2300000000.0,-596400000.0,0.21,90.24,93.22,2200000.0,315440000.0,314720000.0,0.17,77.62,4860000.0,1.78,1.77,7380000.0
0,0,WFC,0,0,0,0,104260000000.0,N/A,8.89,17.3,3.2,1.35,0.65,N/A,N/A,19.02,25.02,0.75,7.63,75410000000.0,17.61,-34.0,82460000000.0,N/A,12470000000.0,2.89,-88.9,356290000000.0,86.9,350470000000.0,N/A,N/A,39.67,16050000000.0,N/A,1.19,28.07,43.22,42590000.0,4099999999.9999995,4090000000.0,78.23,0.0,46360000.0,1.13,1.13,46970000.0
0,0,WFM,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,0,WGO,0,0,0,0,1750000000.0,2120000000.0,16.77,20.41,2.57,0.74,2.18,0.93,11.77,4.37,7.19,7.72,14.48,2270000000.0,70.71,44.9,307420000.0,195060000.0,99380000.0,3.06,-20.0,122940000.0,3.65,500850000.0,62.49,2.25,23.84,200980000.0,58450000.0,2.26,36.03,46.5,33700000.0,33700000.0,30460000.0,4.38,94.14,3290000.0,3.73,12.44,3180000.0
0,0,WHR,0,0,0,0,6650000000.0,11580000000.0,7.89,11.95,N/A,0.34,2.17,0.58,5.3,4.33,6.37,4.07,22.63,19980000000.0,315.2,-9.1,3530000000.0,1850000000.0,865000000.0,13.55,-67.7,2840000000.0,45.64,7770000000.0,195.33,0.95,49.35,1310000000.0,1580000000.0,1.98,98.23,131.13,1220000.0,62160000.0,61520000.0,0.45,101.03,7350000.0,7.14,16.42,6280000.0
0,0,WIN,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,0,WLP,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,0,WM,0,0,0,0,42810000000.0,53140000000.0,25.68,24.04,3.41,2.8,6.35,3.43,12.91,10.87,17.56,6.73,25.6,15490000000.0,36.48,0.9,5970000000.0,4330000000.0,1680000000.0,3.95,4.0,3120000000.0,7.41,13450000000.0,199.44,1.84,15.98,3750000000.0,1400000000.0,0.75,96.54,110.18,3370000.0,422020000.0,420720000.0,0.16,80.14,4640000.0,1.59,1.1,3840000.0
0,0,WMB,0,0,0,0,23310000000.0,45420000000.0,160.08,18.59,0.87,2.89,1.89,5.63,15.55,1.71,30.66,3.41,-0.35,8060000000.000001,6.65,-6.9,4700000000.0,4200000000.0,150000000.0,0.11,N/A,400000000.0,0.33,22480000000.0,147.3,0.74,10.16,3700000000.0,548120000.0,1.78,16.6,20.13,18160000.0,1210000000.0,1210000000.0,0.14,89.92,25100000.0,1.46,2.33,19840000.0
0,0,WMT,0,0,0,0,345400000000.0,408370000000.0,23.49,23.7,3.97,0.67,4.63,0.78,12.12,2.84,4.1,5.89,18.86,523960000000.00006,183.85,2.1,129360000000.00002,32939999999.999996,14880000000.0,5.19,12.3,9460000000.0,3.34,73130000000.0,89.67,0.8,26.36,25260000000.0,15150000000.0,0.32,122.62,118.73,10890000.0,2840000000.0,1390000000.0,50.91,30.95,14400000.0,1.47,1.04,14060000.0
0,0,WPO,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,0,WPX,0,0,0,0,3370000000.0,6510000000.0,23.19,76.92,3.37,1.08,0.66,2.7,5.18,-3.49,4.82,0.78,2.14,2410000000.0,5.61,-6.5,1730000000.0,2180000000.0,98000000.0,-0.21,N/A,61000000.0,0.11,3200000000.0,62.86,1.68,9.08,1240000000.0,71750000.0,3.66,4.39,8.97,15130000.0,559400000.0,403280000.0,1.26,104.18,51000000.0,3.3,12.73,35920000.0
0,0,WTW,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,0,WU,0,0,0,0,7990000000.0,7780000000.0,7.81,11.17,0.99,1.61,N/A,1.51,4.57,20.64,20.04,7.24,N/A,5150000000.0,12.2,-11.0,2250000000.0,1280000000.0,1060000000.0,2.5,2.1,1070000000.0000001,2.61,3300000000.0,N/A,0.31,-0.36,787400000.0,441460000.0,0.91,19.2,24.2,8750000.0,410900000.0,408810000.0,0.5,120.23,57300000.0,8.83,19.23,51790000.0
0,0,WY,0,0,0,0,13900000000.0,20830000000.0,38.02,88.5,1.64,2.09,1.94,3.14,17.46,5.47,9.99,2.41,4.3,6640000000.0,8.9,5.2,1140000000.0,1170000000.0,363000000.0,0.49,N/A,1460000000.0,1.95,7460000000.0,92.28,1.37,10.83,1070000000.0000001,1180000000.0,1.92,18.55,25.9,6140000.0,746210000.0,743960000.0,0.27,79.18,8900000.0,1.59,1.4,9470000.0
0,0,WYN,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,0,WYNN,0,0,0,0,8590000000.0,16800000000.0,52.91,20.88,0.97,1.44,4.93,2.84,15.71,-6.49,6.7,N/A,N/A,5910000000.0,55.41,-42.3,4780000000.0,1030000000.0,-383920000.0,-3.6,N/A,2350000000.0,22.03,10600000000.0,687.89,N/A,16.35,N/A,N/A,2.53,71.7,108.67,6440000.0,107870000.0,96180000.0,9.71,79.2,11670000.0,1.61,12.41,8710000.0
0,0,X,0,0,0,0,1370000000.0,4990000000.0,2.04,12.36,N/A,0.11,0.37,0.41,-37.54,-8.82,-2.42,-1.57,-27.0,12190000000.0,71.4,-21.5,936000000.0,288000000.0,-1080000000.0,-6.3,N/A,1350000000.0,7.92,4970000000.0,133.33,1.69,21.86,511000000.0,-649500000.0,2.62,6.86,9.68,17350000.0,170380000.0,160500000.0,1.51,69.47,54110000.0,3.36,32.14,66830000.0
0,0,XEL,0,0,0,0,31480000000.0,51490000000.0,22.71,21.6,3.87,2.7,2.38,4.6,12.55,12.07,18.31,2.59,10.55,11200000000.0,21.46,-10.5,4660000000.0,3810000000.0,1350000000.0,2.59,-6.3,268000000.0,0.51,21200000000.0,159.34,0.51,25.34,3140000000.0,-2310000000.0,0.29,61.81,63.66,4520000.0,525030000.0,523919999.99999994,0.18,81.12,9330000.0,2.57,1.78,7650000.0
0,0,XL,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,0,XLNX,0,0,0,0,21010000000.0,19990000000.0,27.15,31.55,2.51,6.81,9.08,6.32,24.11,25.07,26.06,10.46,30.63,3160000000.0,12.56,-8.7,2140000000.0000002,965720000.0,792720000.0,3.11,-33.7,2270000000.0,9.17,1250000000.0,53.84,2.68,9.37,N/A,N/A,0.98,83.69,89.11,3560000.0,248840000.0,246700000.0,0.18,83.64,6580000.0,2.07,3.08,5660000.0
0,0,XOM,0,0,0,0,195360000000.0,243560000000.0,17.3,121.95,10.47,0.79,1.07,0.98,6.65,4.57,3.48,1.52,6.0,249070000000.0,58.33,-10.6,77150000000.0,28250000000.0,11380000000.0,2.66,N/A,11410000000.0,2.7,59610000000.0,31.58,0.78,43.06,27650000000.0,1310000000.0,1.36,41.62,57.49,39730000.0,4230000000.0000005,4219999999.9999995,0.08,56.77,58830000.0,1.54,1.39,65870000.00000001
0,0,XRAY,0,0,0,0,8900000000.0,10050000000.0,34.74,15.29,3.64,2.26,1.75,2.54,14.24,2.12,12.91,3.83,1.71,3960000000.0,17.79,-7.6,2190000000.0,829900000.0,83800000.0,0.38,N/A,235900000.0,1.07,1560000000.0,33.31,2.03,21.23,592800000.0,625680000.0,N/A,39.3,50.58,2880000.0,219030000.0,220130000.0,0.36,95.95,5260000.0,2.13,2.73,4270000.0
0,0,XRX,0,0,0,0,3860000000.0,5740000000.0,8.24,10.18,20.37,0.47,0.72,0.66,4.63,13.93,11.35,4.2,10.36,8750000000.0,40.12,-15.7,3650000000.0,1340000000.0,548000000.0,5.34,N/A,2620000000.0,12.32,4640000000.0,82.58,1.77,25.34,1280000000.0,1130000000.0,1.68,17.88,30.7,3280000.0,212940000.0,180030000.0,4.39,89.19,6810000.0,1.9,4.3,8660000.0
0,0,XYL,0,0,0,0,11430000000.0,13240000000.0,31.93,30.3,2.87,2.24,4.07,2.58,19.3,7.01,12.31,5.25,12.79,5140000000.0,28.51,-9.2,2049999999.9999998,889000000.0,360000000.0,1.99,-51.9,739000000.0,4.11,2550000000.0,90.25,1.55,15.63,754000000.0,508380000.0,1.07,66.59,76.13,1560000.0,179920000.0,179080000.0,0.99,94.07,4420000.0,3.18,2.79,4179999.9999999995
0,0,YHOO,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,0,YUM,0,0,0,0,25460000000.0,35820000000.0,23.63,29.24,2.39,4.69,N/A,6.39,20.22,19.89,33.77,21.85,N/A,5610000000.0,18.41,0.7,2830000000.0,2009999999.9999998,1120000000.0,3.59,-68.3,1150000000.0,3.83,11650000000.0,N/A,1.33,-27.34,1250000000.0,1020000000.0,0.87,78.24,93.0,3000000.0,300990000.0,300300000.0,0.19,78.67,3860000.0,1.33,1.28,4570000.0
0,0,ZION,0,0,0,0,4850000000.0,N/A,9.36,14.18,2.25,1.91,0.7,N/A,N/A,24.36,33.64,0.88,8.19,2530000000.0,14.83,-37.4,2800000000.0,N/A,579000000.0,3.2,-93.4,3140000000.0,19.16,5840000000.0,N/A,N/A,42.15,892000000.0,N/A,1.68,28.61,41.76,4120000.0,163860000.0,161390000.0,1.53,102.1,13140000.0,3.68,9.37,14140000.0
0,0,ZLC,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,0,ZMH,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0,0,ZNGA,0,0,0,0,7430000000.0,6890000000.0,111.0,60.24,N/A,5.22,4.01,4.72,35.38,4.58,7.26,2.14,3.71,1460000000.0,1.54,52.1,797570000.0,183210000.0,66830000.0,0.06,N/A,1260000000.0,1.32,718750000.0,38.73,1.88,1.94,226100000.0,396440000.0,0.28,7.2,6.62,20750000.0,955770000.0,884240000.0,7.72,81.1,42460000.0,2.18,4.8,37170000.0
